lat,lon,date,city,country
,,05/31/2014 17:55,Krakow,Poland
,,05/31/2014 18:10,Krakow,Poland
,,05/31/2014 18:25,Krakow,Poland
,,05/31/2014 18:40,Krakow,Poland
,,05/31/2014 19:40,Krakow,Poland
,,05/31/2014 19:55,Krakow,Poland
,,05/31/2014 20:55,Krakow,Poland
,,05/31/2014 21:10,Krakow,Poland
,,05/31/2014 22:40,Krakow,Poland
,,05/31/2014 22:55,Krakow,Poland
,,05/31/2014 23:24,Krakow,Poland
,,05/31/2014 23:39,Krakow,Poland
,,06/01/2014 00:09,Kraków-Śródmieście,Poland
,,06/01/2014 00:40,Kraków-Śródmieście,Poland
,,06/01/2014 02:25,Kraków-Śródmieście,Poland
,,06/01/2014 03:25,Kraków-Śródmieście,Poland
,,06/01/2014 03:40,Kraków-Śródmieście,Poland
,,06/01/2014 05:10,Kraków-Śródmieście,Poland
,,06/01/2014 05:25,Krakow,Poland
,,06/01/2014 05:40,Kraków-Śródmieście,Poland
,,06/01/2014 06:10,Krakow,Poland
,,06/01/2014 06:24,Krakow,Poland
,,06/01/2014 07:09,Kraków-Śródmieście,Poland
,,06/01/2014 07:25,Krakow,Poland
,,06/01/2014 07:40,Wieliczka,Poland
,,06/01/2014 10:25,Wieliczka,Poland
,,06/01/2014 11:10,Wieliczka,Poland
,,06/01/2014 11:25,Krakow,Poland
,,06/01/2014 11:39,Krakow,Poland
,,06/01/2014 11:54,Krakow,Poland
,,06/01/2014 12:09,Krakow,Poland
,,06/01/2014 12:24,Krakow,Poland
,,06/01/2014 12:41,Krakow,Poland
,,06/01/2014 12:54,Krakow,Poland
,,06/01/2014 14:10,Kraków-Śródmieście,Poland
,,06/01/2014 14:24,Kraków-Śródmieście,Poland
,,06/01/2014 14:39,Krakow,Poland
,,06/01/2014 15:24,Kraków-Śródmieście,Poland
,,06/01/2014 15:55,Kraków-Śródmieście,Poland
,,06/01/2014 16:24,Krakow,Poland
,,06/01/2014 16:40,Kraków-Śródmieście,Poland
,,06/01/2014 16:54,Kraków-Śródmieście,Poland
,,06/01/2014 17:10,Krakow,Poland
,,06/01/2014 17:25,Krakow,Poland
,,06/01/2014 17:54,Krakow,Poland
,,06/01/2014 18:10,Krakow,Poland
,,06/01/2014 18:25,Krakow,Poland
,,06/01/2014 18:40,Krakow,Poland
,,06/01/2014 19:10,Krakow,Poland
,,06/01/2014 19:54,Kraków-Śródmieście,Poland
,,06/01/2014 20:39,Krakow,Poland
,,06/01/2014 20:54,Kraków-Śródmieście,Poland
,,06/01/2014 21:10,Kraków-Śródmieście,Poland
,,06/01/2014 21:25,Kraków-Śródmieście,Poland
,,06/02/2014 00:09,Krakow,Poland
,,06/02/2014 00:24,Kraków-Śródmieście,Poland
,,06/02/2014 03:40,Kraków-Śródmieście,Poland
,,06/02/2014 03:55,Kraków-Śródmieście,Poland
,,06/02/2014 04:25,Krakow,Poland
,,06/02/2014 04:40,Krakow,Poland
,,06/02/2014 05:10,Krakow,Poland
,,06/02/2014 05:25,"Balice, Lesser Poland Voivodeship",Poland
,,06/02/2014 05:40,Krakow,Poland
,,06/02/2014 05:54,Trzebinia,Poland
,,06/02/2014 06:10,Imielin,Poland
,,06/02/2014 06:25,Ruda Slaska,Poland
,,06/02/2014 06:39,Gliwice,Poland
,,06/02/2014 06:55,Gliwice,Poland
,,06/02/2014 07:10,Tarnowskie Góry County,Poland
,,06/02/2014 07:25,Bytom,Poland
,,06/02/2014 08:10,Novy Bohumin,Czech Republic
,,06/02/2014 08:24,Ostrava,Czech Republic
,,06/02/2014 09:09,Suchdol nad Odrou,Czech Republic
,,06/02/2014 09:25,Hranice,Czech Republic
,,06/02/2014 09:40,Prerov,Czech Republic
,,06/02/2014 10:55,Ústí nad Orlicí,Czech Republic
,,06/02/2014 11:40,Kojice,Czech Republic
,,06/02/2014 11:55,Sadská,Czech Republic
,,06/02/2014 12:10,Prague,Czech Republic
,,06/02/2014 12:39,Prague,Czech Republic
,,06/02/2014 12:54,Prague,Czech Republic
,,06/02/2014 13:10,Prague,Czech Republic
,,06/02/2014 13:25,Prague,Czech Republic
,,06/02/2014 13:40,Prague,Czech Republic
,,06/02/2014 13:55,Prague,Czech Republic
,,06/02/2014 15:10,Prague,Czech Republic
,,06/02/2014 15:39,Prague,Czech Republic
,,06/02/2014 15:55,Prague,Czech Republic
,,06/02/2014 18:24,Prague,Czech Republic
,,06/02/2014 19:39,Prague,Czech Republic
,,06/02/2014 19:55,Prague,Czech Republic
,,06/02/2014 21:03,Prague,Czech Republic
,,06/02/2014 21:17,Prague,Czech Republic
,,06/02/2014 22:17,Prague,Czech Republic
,,06/03/2014 04:17,Prague,Czech Republic
,,06/03/2014 04:32,Prague,Czech Republic
,,06/03/2014 08:47,Prague,Czech Republic
,,06/03/2014 10:02,Prague,Czech Republic
,,06/03/2014 11:17,Prague,Czech Republic
,,06/03/2014 11:47,Prague,Czech Republic
,,06/03/2014 12:02,Prague,Czech Republic
,,06/03/2014 13:02,Prague,Czech Republic
,,06/03/2014 13:13,Prague,Czech Republic
,,06/03/2014 13:27,Prague,Czech Republic
,,06/03/2014 13:42,Prague,Czech Republic
,,06/03/2014 13:57,Prague,Czech Republic
,,06/03/2014 14:27,Prague,Czech Republic
,,06/03/2014 14:57,Prague,Czech Republic
,,06/03/2014 15:27,Prague,Czech Republic
,,06/03/2014 15:57,Prague,Czech Republic
,,06/03/2014 16:12,Prague,Czech Republic
,,06/03/2014 16:27,Prague,Czech Republic
,,06/03/2014 16:57,Prague,Czech Republic
,,06/03/2014 17:12,Prague,Czech Republic
,,06/03/2014 17:42,Prague,Czech Republic
,,06/03/2014 18:12,Prague,Czech Republic
,,06/03/2014 18:42,Prague,Czech Republic
,,06/03/2014 19:12,Prague,Czech Republic
,,06/03/2014 19:42,Prague,Czech Republic
,,06/03/2014 20:12,Prague,Czech Republic
,,06/03/2014 20:27,Prague,Czech Republic
,,06/03/2014 21:57,Prague,Czech Republic
,,06/03/2014 22:27,Prague,Czech Republic
,,06/04/2014 09:27,Prague,Czech Republic
,,06/04/2014 09:42,Prague,Czech Republic
,,06/04/2014 09:57,Prague,Czech Republic
,,06/04/2014 10:12,Prague,Czech Republic
,,06/04/2014 10:42,Prague,Czech Republic
,,06/04/2014 10:57,Prague,Czech Republic
,,06/04/2014 11:12,Úvaly,Czech Republic
,,06/04/2014 11:27,Poříčany,Czech Republic
,,06/04/2014 11:42,Kolin,Czech Republic
,,06/04/2014 11:57,Kutna Hora,Czech Republic
,,06/04/2014 12:12,Kutna Hora,Czech Republic
,,06/04/2014 12:42,Kutna Hora,Czech Republic
,,06/04/2014 12:56,Kutna Hora,Czech Republic
,,06/04/2014 13:12,Kutna Hora,Czech Republic
,,06/04/2014 13:57,Kutna Hora,Czech Republic
,,06/04/2014 14:57,Kutna Hora,Czech Republic
,,06/04/2014 15:42,Kutna Hora,Czech Republic
,,06/04/2014 15:57,Kutna Hora,Czech Republic
,,06/04/2014 16:12,Kutna Hora,Czech Republic
,,06/04/2014 17:27,Kutna Hora,Czech Republic
,,06/04/2014 18:27,Kutna Hora,Czech Republic
,,06/04/2014 18:41,Nové Dvory (Kutná Hora District),Czech Republic
,,06/04/2014 19:12,Kolin,Czech Republic
,,06/04/2014 19:26,Kolin,Czech Republic
,,06/04/2014 19:42,Český Brod,Czech Republic
,,06/04/2014 19:56,Prague,Czech Republic
,,06/04/2014 20:12,Prague,Czech Republic
,,06/04/2014 20:26,Prague,Czech Republic
,,06/04/2014 20:42,Prague,Czech Republic
,,06/04/2014 20:57,Prague,Czech Republic
,,06/04/2014 21:27,Prague,Czech Republic
,,06/04/2014 21:41,Prague,Czech Republic
,,06/05/2014 08:41,Prague,Czech Republic
,,06/05/2014 08:55,Prague,Czech Republic
,,06/05/2014 09:55,Prague,Czech Republic
,,06/05/2014 10:08,Prague,Czech Republic
,,06/05/2014 10:22,Prague,Czech Republic
,,06/05/2014 10:37,Prague,Czech Republic
,,06/05/2014 10:52,Prague,Czech Republic
,,06/05/2014 11:21,Prague,Czech Republic
,,06/05/2014 12:06,Prague,Czech Republic
,,06/05/2014 14:21,Prague,Czech Republic
,,06/05/2014 14:37,Prague,Czech Republic
,,06/05/2014 14:51,Prague,Czech Republic
,,06/05/2014 15:21,Prague,Czech Republic
,,06/05/2014 15:37,Prague,Czech Republic
,,06/05/2014 16:08,Prague,Czech Republic
,,06/05/2014 17:07,Prague,Czech Republic
,,06/05/2014 17:23,Prague,Czech Republic
,,06/05/2014 18:07,Prague,Czech Republic
,,06/05/2014 18:22,Prague,Czech Republic
,,06/05/2014 18:38,Prague,Czech Republic
,,06/05/2014 19:08,Prague,Czech Republic
,,06/05/2014 19:52,Prague,Czech Republic
,,06/05/2014 20:08,Prague,Czech Republic
,,06/05/2014 20:21,Prague,Czech Republic
,,06/05/2014 20:36,Prague,Czech Republic
,,06/05/2014 20:52,Prague,Czech Republic
,,06/05/2014 21:53,Prague,Czech Republic
,,06/05/2014 22:06,Prague,Czech Republic
,,06/05/2014 23:22,Prague,Czech Republic
,,06/05/2014 23:36,Prague,Czech Republic
,,06/05/2014 23:51,Prague,Czech Republic
,,06/06/2014 01:07,Prague,Czech Republic
,,06/06/2014 08:51,Prague,Czech Republic
,,06/06/2014 09:08,Prague,Czech Republic
,,06/06/2014 10:52,Prague,Czech Republic
,,06/06/2014 11:07,Prague,Czech Republic
,,06/06/2014 12:06,Prague,Czech Republic
,,06/06/2014 12:22,Prague,Czech Republic
,,06/06/2014 13:07,Prague,Czech Republic
,,06/06/2014 13:22,Beroun,Czech Republic
,,06/06/2014 13:36,Mýto,Czech Republic
,,06/06/2014 13:51,Plzen,Czech Republic
,,06/06/2014 14:07,Blatnice,Czech Republic
,,06/06/2014 14:21,Kostelec,Czech Republic
,,06/06/2014 14:25,Rozvadov,Czech Republic
,,06/06/2014 14:52,Kümmersbruck,Germany
,,06/06/2014 15:06,Winkelhaid,Germany
,,06/06/2014 15:21,Kammerstein,Germany
,,06/06/2014 15:37,Ansbach,Germany
,,06/06/2014 16:30,Ellhofen,Germany
,,06/06/2014 16:37,Obersulm,Germany
,,06/06/2014 17:06,Stuttgart,Germany
,,06/06/2014 17:21,Stuttgart,Germany
,,06/06/2014 17:51,Stuttgart,Germany
,,06/06/2014 18:21,Wernau,Germany
,,06/06/2014 18:37,Riederich,Germany
,,06/06/2014 18:51,Kirchentellinsfurt,Germany
,,06/06/2014 19:06,Tübingen,Germany
,,06/06/2014 19:52,Tübingen,Germany
,,06/06/2014 20:37,Tübingen,Germany
,,06/06/2014 20:51,Tübingen,Germany
,,06/06/2014 21:07,Tübingen,Germany
,,06/06/2014 21:36,Tübingen,Germany
,,06/06/2014 22:21,Tübingen,Germany
,,06/06/2014 22:37,Tübingen,Germany
,,06/06/2014 23:37,Tübingen,Germany
,,06/07/2014 00:36,Tübingen,Germany
,,06/07/2014 01:37,Tübingen,Germany
,,06/07/2014 02:22,Tübingen,Germany
,,06/07/2014 03:21,Tübingen,Germany
,,06/07/2014 04:22,Tübingen,Germany
,,06/07/2014 05:22,Tübingen,Germany
,,06/07/2014 06:22,Tübingen,Germany
,,06/07/2014 07:21,Tübingen,Germany
,,06/07/2014 08:06,Tübingen,Germany
,,06/07/2014 09:06,Tübingen,Germany
,,06/07/2014 10:06,Tübingen,Germany
,,06/07/2014 10:35,Tübingen,Germany
,,06/07/2014 10:49,Tübingen,Germany
,,06/07/2014 11:49,Tübingen,Germany
,,06/07/2014 12:19,Tübingen,Germany
,,06/07/2014 12:34,Tübingen,Germany
,,06/07/2014 12:49,Tübingen,Germany
,,06/07/2014 13:04,Tübingen,Germany
,,06/07/2014 13:49,Tübingen,Germany
,,06/07/2014 14:34,Tübingen,Germany
,,06/07/2014 15:34,Tübingen,Germany
,,06/07/2014 15:49,Tübingen,Germany
,,06/07/2014 16:34,Tübingen,Germany
,,06/07/2014 17:19,Tübingen,Germany
,,06/07/2014 17:34,Tübingen,Germany
,,06/07/2014 18:34,Tübingen,Germany
,,06/07/2014 19:34,Tübingen,Germany
,,06/07/2014 20:19,Tübingen,Germany
,,06/07/2014 21:20,Tübingen,Germany
,,06/07/2014 21:50,Tübingen,Germany
,,06/07/2014 22:20,Tübingen,Germany
,,06/07/2014 23:19,Tübingen,Germany
,,06/08/2014 00:04,Tübingen,Germany
,,06/08/2014 01:04,Tübingen,Germany
,,06/08/2014 02:04,Tübingen,Germany
,,06/08/2014 03:04,Tübingen,Germany
,,06/08/2014 04:49,Tübingen,Germany
,,06/08/2014 05:50,Tübingen,Germany
,,06/08/2014 06:49,Tübingen,Germany
,,06/08/2014 07:49,Tübingen,Germany
,,06/08/2014 08:50,Tübingen,Germany
,,06/08/2014 09:50,Tübingen,Germany
,,06/08/2014 10:50,Tübingen,Germany
,,06/08/2014 11:34,Tübingen,Germany
,,06/08/2014 12:34,Tübingen,Germany
,,06/08/2014 12:49,Tübingen,Germany
,,06/08/2014 13:04,Tübingen,Germany
,,06/08/2014 13:19,Tübingen,Germany
,,06/08/2014 13:34,Tübingen,Germany
,,06/08/2014 14:05,Tübingen,Germany
,,06/08/2014 14:19,Tübingen,Germany
,,06/08/2014 14:34,Tübingen,Germany
,,06/08/2014 14:49,Tübingen,Germany
,,06/08/2014 15:19,Tübingen,Germany
,,06/08/2014 15:52,Tübingen,Germany
,,06/08/2014 16:04,Tübingen,Germany
,,06/08/2014 17:19,Tübingen,Germany
,,06/08/2014 17:34,Tübingen,Germany
,,06/08/2014 17:49,Tübingen,Germany
,,06/08/2014 18:51,Tübingen,Germany
,,06/08/2014 19:34,Tübingen,Germany
,,06/08/2014 20:34,Tübingen,Germany
,,06/08/2014 21:34,Tübingen,Germany
,,06/08/2014 22:34,Tübingen,Germany
,,06/08/2014 23:34,Tübingen,Germany
,,06/09/2014 00:34,Tübingen,Germany
,,06/09/2014 01:34,Tübingen,Germany
,,06/09/2014 02:34,Tübingen,Germany
,,06/09/2014 03:19,Tübingen,Germany
,,06/09/2014 04:19,Tübingen,Germany
,,06/09/2014 05:19,Tübingen,Germany
,,06/09/2014 06:19,Tübingen,Germany
,,06/09/2014 07:19,Tübingen,Germany
,,06/09/2014 08:19,Tübingen,Germany
,,06/09/2014 08:44,Tübingen,Germany
,,06/09/2014 08:58,Tübingen,Germany
,,06/09/2014 09:42,Tübingen,Germany
,,06/09/2014 09:59,Tübingen,Germany
,,06/09/2014 10:59,Tübingen,Germany
,,06/09/2014 11:58,Tübingen,Germany
,,06/09/2014 12:12,Tübingen,Germany
,,06/09/2014 12:27,Tübingen,Germany
,,06/09/2014 12:58,Tübingen,Germany
,,06/09/2014 13:44,Tübingen,Germany
,,06/09/2014 13:58,Tübingen,Germany
,,06/09/2014 14:58,Tübingen,Germany
,,06/09/2014 15:12,Tübingen,Germany
,,06/09/2014 15:33,Tübingen,Germany
,,06/09/2014 15:57,Tübingen,Germany
,,06/09/2014 16:13,Tübingen,Germany
,,06/09/2014 16:28,Tübingen,Germany
,,06/09/2014 16:43,Tübingen,Germany
,,06/09/2014 16:58,Tübingen,Germany
,,06/09/2014 17:13,Tübingen,Germany
,,06/09/2014 17:27,Tübingen,Germany
,,06/09/2014 17:42,Tübingen,Germany
,,06/09/2014 18:13,Tübingen,Germany
,,06/09/2014 18:43,Tübingen,Germany
,,06/09/2014 18:57,Tübingen,Germany
,,06/09/2014 20:13,Tübingen,Germany
,,06/09/2014 20:43,Tübingen,Germany
,,06/09/2014 20:58,Tübingen,Germany
,,06/09/2014 21:44,Tübingen,Germany
,,06/09/2014 21:57,Tübingen,Germany
,,06/09/2014 22:43,Tübingen,Germany
,,06/09/2014 23:49,Tübingen,Germany
,,06/10/2014 00:03,Tübingen,Germany
,,06/10/2014 00:18,Tübingen,Germany
,,06/10/2014 00:48,Tübingen,Germany
,,06/10/2014 01:03,Tübingen,Germany
,,06/10/2014 01:48,Tübingen,Germany
,,06/10/2014 02:48,Tübingen,Germany
,,06/10/2014 03:48,Tübingen,Germany
,,06/10/2014 04:48,Tübingen,Germany
,,06/10/2014 05:33,Tübingen,Germany
,,06/10/2014 06:33,Tübingen,Germany
,,06/10/2014 07:33,Tübingen,Germany
,,06/10/2014 08:33,Tübingen,Germany
,,06/10/2014 09:33,Tübingen,Germany
,,06/10/2014 10:33,Tübingen,Germany
,,06/10/2014 11:03,Tübingen,Germany
,,06/10/2014 11:18,Rottenburg,Germany
,,06/10/2014 11:48,Horb am Neckar,Germany
,,06/10/2014 12:03,Eutingen im Gäu,Germany
,,06/10/2014 12:33,Schopfloch,Germany
,,06/10/2014 12:48,Freudenstadt,Germany
,,06/10/2014 13:03,Alpirsbach,Germany
,,06/10/2014 13:18,Wolfach,Germany
,,06/10/2014 13:33,Gutach,Germany
,,06/10/2014 13:48,Gengenbach,Germany
,,06/10/2014 14:03,Offenburg,Germany
,,06/10/2014 14:18,Friesenheim,Germany
,,06/10/2014 14:33,Freiburg,Germany
,,06/10/2014 15:03,Freiburg,Germany
,,06/10/2014 15:18,Freiburg,Germany
,,06/10/2014 15:48,Freiburg,Germany
,,06/10/2014 16:03,Freiburg,Germany
,,06/10/2014 16:18,Freiburg,Germany
,,06/10/2014 16:33,Freiburg,Germany
,,06/10/2014 16:48,Freiburg,Germany
,,06/10/2014 18:15,Freiburg,Germany
,,06/10/2014 18:29,Freiburg,Germany
,,06/10/2014 18:44,Freiburg,Germany
,,06/10/2014 18:59,Freiburg,Germany
,,06/10/2014 19:29,Freiburg,Germany
,,06/10/2014 19:44,Freiburg,Germany
,,06/10/2014 20:44,Freiburg,Germany
,,06/10/2014 21:00,Freiburg,Germany
,,06/10/2014 22:29,Freiburg,Germany
,,06/10/2014 22:44,Freiburg,Germany
,,06/10/2014 22:59,Freiburg,Germany
,,06/11/2014 08:29,Freiburg,Germany
,,06/11/2014 08:43,Freiburg,Germany
,,06/11/2014 08:59,Freiburg,Germany
,,06/11/2014 10:30,Freiburg,Germany
,,06/11/2014 10:44,Freiburg,Germany
,,06/11/2014 11:00,Freiburg,Germany
,,06/11/2014 11:14,Freiburg,Germany
,,06/11/2014 11:28,Freiburg,Germany
,,06/11/2014 12:13,Freiburg,Germany
,,06/11/2014 12:58,Freiburg,Germany
,,06/11/2014 13:14,Freiburg,Germany
,,06/11/2014 14:14,Freiburg,Germany
,,06/11/2014 14:28,Freiburg,Germany
,,06/11/2014 15:14,Freiburg,Germany
,,06/11/2014 15:29,Freiburg,Germany
,,06/11/2014 17:29,Freiburg,Germany
,,06/11/2014 17:44,Freiburg,Germany
,,06/11/2014 18:14,Freiburg,Germany
,,06/11/2014 18:29,Freiburg,Germany
,,06/11/2014 18:44,Freiburg,Germany
,,06/11/2014 19:29,Freiburg,Germany
,,06/11/2014 19:44,Freiburg,Germany
,,06/11/2014 20:43,Freiburg,Germany
,,06/11/2014 21:00,Freiburg,Germany
,,06/11/2014 21:14,Freiburg,Germany
,,06/11/2014 21:29,Freiburg,Germany
,,06/11/2014 21:44,Freiburg,Germany
,,06/11/2014 21:59,Freiburg,Germany
,,06/11/2014 22:22,Freiburg,Germany
,,06/11/2014 22:36,Freiburg,Germany
,,06/11/2014 23:36,Freiburg,Germany
,,06/12/2014 06:21,Freiburg,Germany
,,06/12/2014 07:21,Freiburg,Germany
,,06/12/2014 08:51,Freiburg,Germany
,,06/12/2014 09:06,Freiburg,Germany
,,06/12/2014 09:31,Kirchzarten,Germany
,,06/12/2014 09:59,Titisee-Neustadt,Germany
,,06/12/2014 10:59,Villingen-Schwenningen,Germany
,,06/12/2014 11:14,Dietingen,Germany
,,06/12/2014 11:29,Horb am Neckar,Germany
,,06/12/2014 11:59,Tübingen,Germany
,,06/12/2014 12:14,Kirchentellinsfurt,Germany
,,06/12/2014 12:29,Leinfelden-Echterdingen,Germany
,,06/12/2014 12:44,Leinfelden-Echterdingen,Germany
,,06/12/2014 13:00,Stuttgart,Germany
,,06/12/2014 13:29,Stuttgart,Germany
,,06/12/2014 14:14,Stuttgart,Germany
,,06/12/2014 17:19,El Prat de Llobregat,Spain
,,06/12/2014 17:35,El Prat de Llobregat,Spain
,,06/12/2014 17:49,El Prat de Llobregat,Spain
,,06/12/2014 18:04,Hospitalet de Llobregat,Spain
,,06/12/2014 18:11,Barcelona,Spain
,,06/12/2014 18:34,Barcelona,Spain
,,06/12/2014 18:50,Barcelona,Spain
,,06/12/2014 19:05,Barcelona,Spain
,,06/12/2014 20:19,Barcelona,Spain
,,06/12/2014 20:49,Barcelona,Spain
,,06/12/2014 21:39,Barcelona,Spain
,,06/12/2014 21:51,Barcelona,Spain
,,06/12/2014 22:20,Barcelona,Spain
,,06/12/2014 22:35,Barcelona,Spain
,,06/12/2014 22:49,Barcelona,Spain
,,06/12/2014 23:04,Barcelona,Spain
,,06/13/2014 09:05,Barcelona,Spain
,,06/13/2014 09:21,Barcelona,Spain
,,06/13/2014 10:04,Barcelona,Spain
,,06/13/2014 10:20,Barcelona,Spain
,,06/13/2014 10:49,Barcelona,Spain
,,06/13/2014 11:05,Hospitalet de Llobregat,Spain
,,06/13/2014 11:19,Hospitalet de Llobregat,Spain
,,06/13/2014 11:35,Hospitalet de Llobregat,Spain
,,06/13/2014 12:34,Barcelona,Spain
,,06/13/2014 12:50,Barcelona,Spain
,,06/13/2014 13:19,Barcelona,Spain
,,06/13/2014 13:34,Barcelona,Spain
,,06/13/2014 15:19,Barcelona,Spain
,,06/13/2014 15:49,Barcelona,Spain
,,06/13/2014 18:19,Barcelona,Spain
,,06/13/2014 19:19,Barcelona,Spain
,,06/13/2014 19:34,Barcelona,Spain
,,06/13/2014 19:46,Barcelona,Spain
,,06/13/2014 20:00,Barcelona,Spain
,,06/13/2014 21:00,Barcelona,Spain
,,06/13/2014 21:20,Barcelona,Spain
,,06/13/2014 21:34,Barcelona,Spain
,,06/13/2014 22:04,Barcelona,Spain
,,06/13/2014 22:18,Barcelona,Spain
,,06/13/2014 22:34,Barcelona,Spain
,,06/13/2014 22:48,Barcelona,Spain
,,06/13/2014 23:04,Barcelona,Spain
,,06/13/2014 23:19,Barcelona,Spain
,,06/14/2014 00:04,Barcelona,Spain
,,06/14/2014 01:03,Barcelona,Spain
,,06/14/2014 02:34,Barcelona,Spain
,,06/14/2014 02:49,Barcelona,Spain
,,06/14/2014 03:04,Barcelona,Spain
,,06/14/2014 03:19,Barcelona,Spain
,,06/14/2014 05:33,Barcelona,Spain
,,06/14/2014 06:19,Barcelona,Spain
,,06/14/2014 06:34,Barcelona,Spain
,,06/14/2014 09:48,Barcelona,Spain
,,06/14/2014 10:03,Barcelona,Spain
,,06/14/2014 10:23,Barcelona,Spain
,,06/14/2014 10:37,Barcelona,Spain
,,06/14/2014 11:22,Barcelona,Spain
,,06/14/2014 11:36,Barcelona,Spain
,,06/14/2014 12:36,Barcelona,Spain
,,06/14/2014 13:06,Barcelona,Spain
,,06/14/2014 13:52,Barcelona,Spain
,,06/14/2014 14:08,Barcelona,Spain
,,06/14/2014 17:36,Barcelona,Spain
,,06/14/2014 18:22,Barcelona,Spain
,,06/14/2014 19:36,Barcelona,Spain
,,06/14/2014 20:36,Barcelona,Spain
,,06/15/2014 09:52,Barcelona,Spain
,,06/15/2014 10:06,Barcelona,Spain
,,06/15/2014 10:23,Barcelona,Spain
,,06/15/2014 10:52,Barcelona,Spain
,,06/15/2014 11:22,Barcelona,Spain
,,06/15/2014 12:08,Barcelona,Spain
,,06/15/2014 12:22,Barcelona,Spain
,,06/15/2014 13:22,Barcelona,Spain
,,06/15/2014 14:07,Barcelona,Spain
,,06/15/2014 14:36,Barcelona,Spain
,,06/15/2014 14:51,Barcelona,Spain
,,06/15/2014 15:06,Barcelona,Spain
,,06/15/2014 15:38,Barcelona,Spain
,,06/15/2014 16:36,Barcelona,Spain
,,06/15/2014 16:52,Barcelona,Spain
,,06/15/2014 17:07,Barcelona,Spain
,,06/15/2014 17:21,Barcelona,Spain
,,06/15/2014 17:38,Barcelona,Spain
,,06/15/2014 17:51,Barcelona,Spain
,,06/15/2014 18:07,Barcelona,Spain
,,06/15/2014 18:36,Barcelona,Spain
,,06/15/2014 18:52,Barcelona,Spain
,,06/15/2014 19:06,Barcelona,Spain
,,06/15/2014 19:23,Barcelona,Spain
,,06/15/2014 19:37,Barcelona,Spain
,,06/15/2014 20:09,Barcelona,Spain
,,06/15/2014 20:23,Barcelona,Spain
,,06/15/2014 21:52,Barcelona,Spain
,,06/15/2014 22:07,Barcelona,Spain
,,06/15/2014 22:22,Barcelona,Spain
,,06/15/2014 23:08,Barcelona,Spain
,,06/16/2014 00:07,Barcelona,Spain
,,06/16/2014 01:07,Barcelona,Spain
,,06/16/2014 01:53,Barcelona,Spain
,,06/16/2014 02:37,Barcelona,Spain
,,06/16/2014 02:52,Barcelona,Spain
,,06/16/2014 03:52,Barcelona,Spain
,,06/16/2014 04:37,Barcelona,Spain
,,06/16/2014 05:07,Barcelona,Spain
,,06/16/2014 05:38,Barcelona,Spain
,,06/16/2014 06:08,Barcelona,Spain
,,06/16/2014 06:22,Barcelona,Spain
,,06/16/2014 06:37,Barcelona,Spain
,,06/16/2014 06:52,Barcelona,Spain
,,06/16/2014 07:07,Barcelona,Spain
,,06/16/2014 07:22,Barcelona,Spain
,,06/16/2014 07:37,Barcelona,Spain
,,06/16/2014 07:52,Barcelona,Spain
,,06/16/2014 08:22,Barcelona,Spain
,,06/16/2014 08:37,Barcelona,Spain
,,06/16/2014 08:52,Barcelona,Spain
,,06/16/2014 09:08,Barcelona,Spain
,,06/16/2014 09:22,Barcelona,Spain
,,06/16/2014 09:37,Barcelona,Spain
,,06/16/2014 10:07,Barcelona,Spain
,,06/16/2014 10:37,Barcelona,Spain
,,06/16/2014 10:52,Barcelona,Spain
,,06/16/2014 11:52,Barcelona,Spain
,,06/16/2014 12:08,Barcelona,Spain
,,06/16/2014 12:37,Barcelona,Spain
,,06/16/2014 13:07,Barcelona,Spain
,,06/16/2014 13:22,Barcelona,Spain
,,06/16/2014 13:38,Barcelona,Spain
,,06/16/2014 13:52,Barcelona,Spain
,,06/16/2014 14:22,Barcelona,Spain
,,06/16/2014 15:07,Barcelona,Spain
,,06/16/2014 15:37,Barcelona,Spain
,,06/16/2014 16:07,Barcelona,Spain
,,06/16/2014 16:22,Barcelona,Spain
,,06/16/2014 17:07,Barcelona,Spain
,,06/16/2014 18:07,Barcelona,Spain
,,06/16/2014 18:37,Barcelona,Spain
,,06/16/2014 18:52,Barcelona,Spain
,,06/16/2014 19:07,Barcelona,Spain
,,06/16/2014 19:22,Barcelona,Spain
,,06/16/2014 20:07,Barcelona,Spain
,,06/16/2014 20:22,Barcelona,Spain
,,06/16/2014 20:37,Barcelona,Spain
,,06/16/2014 20:52,Barcelona,Spain
,,06/16/2014 21:07,Barcelona,Spain
,,06/16/2014 22:52,Barcelona,Spain
,,06/16/2014 23:07,Barcelona,Spain
,,06/16/2014 23:22,Barcelona,Spain
,,06/16/2014 23:37,Barcelona,Spain
,,06/16/2014 23:52,Barcelona,Spain
,,06/17/2014 00:07,Barcelona,Spain
,,06/17/2014 00:22,Barcelona,Spain
,,06/17/2014 00:37,Barcelona,Spain
,,06/17/2014 00:52,Barcelona,Spain
,,06/17/2014 01:22,Barcelona,Spain
,,06/17/2014 01:37,Barcelona,Spain
,,06/17/2014 02:22,Barcelona,Spain
,,06/17/2014 02:37,Barcelona,Spain
,,06/17/2014 02:52,Barcelona,Spain
,,06/17/2014 03:07,Barcelona,Spain
,,06/17/2014 04:22,Barcelona,Spain
,,06/17/2014 04:37,Barcelona,Spain
,,06/17/2014 04:52,Barcelona,Spain
,,06/17/2014 05:22,Barcelona,Spain
,,06/17/2014 06:07,Barcelona,Spain
,,06/17/2014 06:22,Barcelona,Spain
,,06/17/2014 06:37,Barcelona,Spain
